THACODE,THANAME,Node,DisttoRiver,WL_correction,threshold,drain_eff_low,drain_eff_high,DISTNode,DISTloc,DIVNode,Divloc,SWirriNode
306758,Narayanganj Sadar,N150,8753.117512,0,50,0.2,0.5,N150,N150,N290,N290,N150
306768,Rupganj,N150,27194.75495,0,50,0.2,0.5,N150,N150,N290,N290,N150
306807,Belabo,N120,15199.4244,0,50,0.2,0.5,N120,N120,N290,N290,N120
306852,Manohardi,N100,8747.931832,0,50,0.2,0.5,N120,N120,N290,N290,N100
306860,Narsingdi Sadar,N120,33721.13584,0,50,0.2,0.5,N120,N120,N290,N290,N120
306863,Palash,N110,31413.23362,0,50,0.2,0.5,N120,N120,N290,N290,N110
306864,Roypura,N120,14123.48755,0,50,0.2,0.5,N120,N120,N290,N290,N120
306876,Shibpur,N100,23701.41964,0,50,0.2,0.5,N120,N120,N290,N290,N100
307204,Atpara,N7001,21827.24581,0,50,0.2,0.5,N7002,N7002,N290,N290,N7001
307209,Barhatta,N7001,13929.31369,0,50,0.2,0.5,N7002,N7002,N290,N290,N7001
307218,Durgapur,N7001,16700.24188,0,50,0.2,0.5,N7002,N7002,N290,N290,N7001
307238,Khaliajuri,N7002,12284.65788,0,50,0.2,0.5,N7002,N7002,N290,N290,N7002
307240,Kalmakanda,N7001,17378.58695,0,50,0.2,0.5,N7002,N7002,N290,N290,N7001
307247,Kendua,N7001,30944.743,0,50,0.2,0.5,N7002,N7002,N290,N290,N7001
307256,Madan,N7002,20966.38526,0,50,0.2,0.5,N7002,N7002,N290,N290,N7002
307263,Mohanganj,N7002,9052.50092,0,50,0.2,0.5,N7002,N7002,N290,N290,N7002
307274,Netrokona Sadar,N7001,7481.165936,0,50,0.2,0.5,N7002,N7002,N290,N290,N7001
307283,Purbadhala,N7001,15330.10652,0,50,0.2,0.5,N7002,N7002,N290,N290,N7001
308207,Balia Kandi,N271,12998.04823,0,50,0.2,0.5,N280,N280,N290,N290,N271
308229,Goalandaghat,N290,13545.36828,0,50,0.2,0.5,N280,N280,N290,N290,N290
308247,Kalukhali,N270,21960.09443,0,50,0.2,0.5,N280,N280,N290,N290,N270
308273,Pangsha,N270,11974.65902,0,50,0.2,0.5,N280,N280,N290,N290,N270
308276,Rajbari Sadar,N290,18203.84741,0,50,0.2,0.5,N280,N280,N290,N290,N290
308614,Bhedarganj,N320,11943.50715,0,50,0.2,0.5,N316,N316,N290,N290,N320
308625,Damudya,N301.5,12053.41432,0,50,0.2,0.5,N316,N316,N290,N290,N301.5
308636,Gosairhat,N301.5,14947.36075,0,50,0.2,0.5,N316,N316,N290,N290,N301.5
308665,Naria,N316,3773.627173,0,50,0.2,0.5,N316,N316,N290,N290,N316
308669,Shariatpur Sadar,N301,11511.47442,0,50,0.2,0.5,N316,N316,N290,N290,N301
308694,Zanjira,N316,12220.89418,0,50,0.2,0.5,N316,N316,N290,N290,N316
308937,Jhenaigati,N7000,17270.25636,0,50,0.2,0.5,N7000,N7000,N290,N290,N7000
308967,Nakla,N7000,27527.56754,0,50,0.2,0.5,N7000,N7000,N290,N290,N7000
308970,Nalitabari,N7000,10230.20376,0,50,0.2,0.5,N7000,N7000,N290,N290,N7000
308988,Sherpur Sadar,N7000,30968.32801,0,50,0.2,0.5,N7000,N7000,N290,N290,N7000
308990,Sreebardi,N80,22269.31841,0,50,0.2,0.5,N7000,N7000,N290,N290,N80
309309,Basail,N130,34987.52865,0,50,0.2,0.5,N130,N130,N290,N290,N130
309319,Bhuapur,N130,5105.859171,0,50,0.2,0.5,N130,N130,N290,N290,N130
309323,Delduar,N230,27058.47991,0,50,0.2,0.5,N130,N130,N290,N290,N230
309325,Dhanbari,N95,29411.46472,0,50,0.2,0.5,N130,N130,N290,N290,N95
309328,Ghatail,N130,27575.21196,0,50,0.2,0.5,N130,N130,N290,N290,N130
309338,Gopalpur,N130,19020.37736,0,50,0.2,0.5,N130,N130,N290,N290,N130
309347,Kalihati,N130,18825.57895,0,50,0.2,0.5,N130,N130,N290,N290,N130
309357,Madhupur,N130,36476.60347,0,50,0.2,0.5,N130,N130,N290,N290,N130
309366,Mirzapur,N131,27552.4767,0,50,0.2,0.5,N130,N130,N290,N290,N131
309376,Nagarpur,N230,18157.55994,0,50,0.2,0.5,N130,N130,N290,N290,N230
309385,Sakhipur,N110,39205.25691,0,50,0.2,0.5,N130,N130,N290,N290,N110
309395,Tangail Sadar,N130,22180.13596,0,50,0.2,0.5,N130,N130,N290,N290,N130
400108,Bagerhat Sadar,N277,23516.32144,0,50,0.2,0.5,N276,N276,N275,N275,N277
400114,Chitalmari,N276,11131.52667,0,50,0.2,0.5,N276,N276,N275,N275,N276
400134,Fakirhat,N277,11188.85971,0,50,0.2,0.5,N276,N276,N275,N275,N277
400138,Kachua,N303,17350.6609,0,50,0.2,0.5,N276,N276,N275,N275,N303
400156,Mollahat,N276,8021.250416,0,50,0.2,0.5,N276,N276,N275,N275,N276
400158,Mongla,N279,21665.92117,0,50,0.2,0.5,N276,N276,N275,N275,N279
400160,Morrelganj,N303,23122.09283,0,50,0.2,0.5,N276,N276,N275,N275,N303
400173,Rampal,N277,24544.65335,0,50,0.2,0.5,N276,N276,N275,N275,N277
400177,Sarankhola,N306,24640.73717,0,50,0.2,0.5,N276,N276,N275,N275,N306
401807,Alamdanga,N265,33906.45111,0,50,0.2,0.5,N278,N278,N275,N275,N265
401823,Chuadanga Sadar,N278,30721.74474,0,50,0.2,0.5,N278,N278,N275,N275,N278
401831,Damurhuda,N278,40065.79755,0,50,0.2,0.5,N278,N278,N275,N275,N278
401855,Jiban Nagar,N278,20868.03436,0,50,0.2,0.5,N278,N278,N275,N275,N278
404104,Abhaynagar,N275,28466.69831,0,50,0.2,0.5,N278,N278,N275,N275,N275
404109,Bagher Para,N278,33796.48738,0,50,0.2,0.5,N278,N278,N275,N275,N278
404111,Chaugachha,N278,8758.334839,0,50,0.2,0.5,N278,N278,N275,N275,N278
404123,Jhikargachha,N6000,7368.26574,0,50,0.2,0.5,N278,N278,N275,N275,N6000
404138,Keshabpur,N278.5,17178.76071,0,50,0.2,0.5,N278,N278,N275,N275,N278.5
404147,Kotwali,N278,26792.63253,0,50,0.2,0.5,N278,N278,N275,N275,N278
404161,Manirampur,N6000,18745.99851,0,50,0.2,0.5,N278,N278,N275,N275,N6000
404190,Sharsha,N6000,10855.30409,0,50,0.2,0.5,N278,N278,N275,N275,N6000
404414,Harinakunda,N270,26985.0456,0,50,0.2,0.5,N278,N278,N275,N275,N270
404419,Jhenaidah Sadar,N278,23625.12173,0,50,0.2,0.5,N278,N278,N275,N275,N278
404433,Kaliganj,N278,13449.82863,0,50,0.2,0.5,N278,N278,N275,N275,N278
404442,Kotchandpur,N278,11922.11942,0,50,0.2,0.5,N278,N278,N275,N275,N278
404471,Maheshpur,N278,17145.3344,0,50,0.2,0.5,N278,N278,N275,N275,N278
404480,Shailkupa,N270,16267.27223,0,50,0.2,0.5,N278,N278,N275,N275,N270
404712,Batiaghata,N277,11601.25752,0,50,0.2,0.5,N277,N277,N275,N275,N277
404717,Dacope,N6001,28917.07524,0,50,0.2,0.5,N277,N277,N275,N275,N6001
404721,Daulatpur,N277,10720.10793,0,50,0.2,0.5,N277,N277,N275,N275,N277
404730,Dumuria,N278.5,16172.52217,0,50,0.2,0.5,N277,N277,N275,N275,N278.5
404740,Dighalia,N277,13736.42717,0,50,0.2,0.5,N277,N277,N275,N275,N277
404745,Khalishpur,N277,6779.51222,0,50,0.2,0.5,N277,N277,N275,N275,N277
404748,Khan Jahan Ali,N277,15542.73489,0,50,0.2,0.5,N277,N277,N275,N275,N277
404751,Khulna Sadar,N277,945.7281258,0,50,0.2,0.5,N277,N277,N275,N275,N277
404753,Koyra,N6001,11081.3383,0,50,0.2,0.5,N277,N277,N275,N275,N6001
404764,Paikgachha,N278.5,17092.10135,0,50,0.2,0.5,N277,N277,N275,N275,N278.5
404769,Phultala,N277,22071.57342,0,50,0.2,0.5,N277,N277,N275,N275,N277
404775,Rupsa,N277,6322.399462,0,50,0.2,0.5,N277,N277,N275,N275,N277
404785,Sonadanga,N277,4146.052406,0,50,0.2,0.5,N277,N277,N275,N275,N277
404794,Terokhada,N277,14550.90625,0,50,0.2,0.5,N277,N277,N275,N275,N277
405015,Bheramara,N265,16497.89435,0,50,0.2,0.5,N270,N270,N275,N275,N265
405039,Daulatpur,N265,28607.39347,0,50,0.2,0.5,N270,N270,N275,N275,N265
405063,Khoksa,N270,2898.47974,0,50,0.2,0.5,N270,N270,N275,N275,N270
405071,Kumarkhali,N270,8295.854405,0,50,0.2,0.5,N270,N270,N275,N275,N270
405079,Kushtia Sadar,N265,16578.46241,0,50,0.2,0.5,N270,N270,N275,N275,N265
405094,Mirpur,N265,15067.99379,0,50,0.2,0.5,N270,N270,N275,N275,N265
405557,Magura Sadar,N271,15540.81684,0,50,0.2,0.5,N271,N271,N275,N275,N271
405566,Mohammadpur,N271,14683.57792,0,50,0.2,0.5,N271,N271,N275,N275,N271
405585,Shalikha,N271,27423.46837,0,50,0.2,0.5,N271,N271,N275,N275,N271
405595,Sreepur,N271,13484.69557,0,50,0.2,0.5,N271,N271,N275,N275,N271
405747,Gangni,N265,37023.4332,0,50,0.2,0.5,N278,N278,N275,N275,N265
405760,Mujib Nagar,N278,54643.65481,0,50,0.2,0.5,N278,N278,N275,N275,N278
405787,Meherpur Sadar,N265,51326.53242,0,50,0.2,0.5,N278,N278,N275,N275,N265
406528,Kalia,N275,8739.421442,0,50,0.2,0.5,N275,N275,N275,N275,N275
406552,Lohagara,N275,13446.53841,0,50,0.2,0.5,N275,N275,N275,N275,N275
406576,Narail Sadar,N275,20443.7892,0,50,0.2,0.5,N275,N275,N275,N275,N275
408704,Assasuni,N278.5,24435.98893,0,50,0.2,0.5,N278.5,N278.5,N275,N275,N278.5
408725,Debhata,N278.5,29493.6854,0,50,0.2,0.5,N278.5,N278.5,N275,N275,N278.5
408743,Kalaroa,N6000,13713.48115,0,50,0.2,0.5,N278.5,N278.5,N275,N275,N6000
408747,Kaliganj,N6001,35867.5366,0,50,0.2,0.5,N278.5,N278.5,N275,N275,N6001
408782,Satkhira Sadar,N278.5,23224.58285,0,50,0.2,0.5,N278.5,N278.5,N275,N275,N278.5
408786,Shyamnagar,N6001,21046.45344,0,50,0.2,0.5,N278.5,N278.5,N275,N275,N6001
408790,Tala,N278.5,5691.443493,0,50,0.2,0.5,N278.5,N278.5,N220,N220,N278.5
501006,Adamdighi,N176,35115.85499,-1169,50,0.2,0.5,N210,N210,N220,N220,N176
501020,Bogra Sadar,N210,31705.32382,1998,50,0.2,0.5,N210,N210,N220,N220,N210
501027,Dhunat,N210,9401.64311,-759,50,0.2,0.5,N210,N210,N220,N220,N210
501033,Dhupchanchia,N176,43532.08757,767,50,0.2,0.5,N210,N210,N220,N220,N176
501040,Gabtali,N210,28319.14802,879,50,0.2,0.5,N210,N210,N220,N220,N210
501054,Kahaloo,N220,85490.60361,3600,50,0.2,0.5,N210,N210,N220,N220,N220
501067,Nandigram,N220,71710.78442,1857,50,0.2,0.5,N210,N210,N220,N220,N220
501081,Sariakandi,N95,42847.31354,2830,50,0.2,0.5,N210,N210,N220,N220,N95
501085,Shajahanpur,N210,17567.08789,728,50,0.2,0.5,N210,N210,N220,N220,N210
501088,Sherpur,N210,5462.555232,-707,50,0.2,0.5,N210,N210,N220,N220,N210
501094,Shibganj,N210,45973.19944,3247,50,0.2,0.5,N210,N210,N220,N220,N210
501095,Sonatola,N210,40676.7974,2352,50,0.2,0.5,N210,N210,N220,N220,N210
503813,Akkelpur,N176,50082.85445,1282,50,0.2,0.5,N175,N175,N220,N220,N176
503847,Joypurhat Sadar,N176,69161.27708,3061,50,0.2,0.5,N175,N175,N220,N220,N176
503858,Kalai,N176,65300.74355,4001,50,0.2,0.5,N175,N175,N220,N220,N176
503861,Khetlal,N176,58931.00121,2739,50,0.2,0.5,N175,N175,N220,N220,N176
503874,Panchbibi,N176,79101.12364,5938,50,0.2,0.5,N175,N175,N220,N220,N176
506403,Atrai,N176,21372.40475,-2411,50,0.2,0.5,N175,N175,N220,N220,N176
506406,Badalgachhi,N176,56229.9182,17,50,0.2,0.5,N175,N175,N220,N220,N176
506428,Dhamoirhat,N176,77748.54971,3068,50,0.2,0.5,N175,N175,N220,N220,N176
506447,Manda,N175,13106.88792,-2115,50,0.2,0.5,N175,N175,N220,N220,N175
506450,Mahadebpur,N175,25111.1592,-2528,50,0.2,0.5,N175,N175,N220,N220,N175
506460,Naogaon Sadar,N175,13690.22495,-2821,50,0.2,0.5,N175,N175,N220,N220,N175
506469,Niamatpur,N175,31811.74992,-2133,50,0.2,0.5,N175,N175,N220,N220,N175
506475,Patnitala,N174,16137.78809,-1445,50,0.2,0.5,N175,N175,N220,N220,N174
506479,Porsha,N260,61950.65972,-1796,50,0.2,0.5,N175,N175,N220,N220,N260
506485,Raninagar,N176,27114.91089,-2303,50,0.2,0.5,N175,N175,N220,N220,N176
506486,Sapahar,N260,75562.38877,582,50,0.2,0.5,N175,N175,N220,N220,N260
506909,Bagati Para,N220,68454.94315,1843,50,0.2,0.5,N176,N176,N220,N220,N220
506915,Baraigram,N220,47765.4195,-486,50,0.2,0.5,N176,N176,N220,N220,N220
506941,Gurudaspur,N220,47858.04956,-616,50,0.2,0.5,N176,N176,N220,N220,N220
506944,Lalpur,N220,61926.20125,1215,50,0.2,0.5,N176,N176,N220,N220,N220
506963,Natore Sadar,N220,70809.58473,692,50,0.2,0.5,N176,N176,N220,N220,N220
506991,Singra,N220,60208.20259,-80,50,0.2,0.5,N176,N176,N220,N220,N220
507018,Bholahat,N260,48359.50412,910,50,0.2,0.5,N260,N260,N220,N220,N260
507037,Gomastapur,N260,43364.48448,1136,50,0.2,0.5,N260,N260,N220,N220,N260
507056,Nachole,N260,30142.2062,590,50,0.2,0.5,N260,N260,N220,N220,N260
507066,Nawabganj Sadar,N260,11654.81968,692,50,0.2,0.5,N260,N260,N220,N220,N260
507088,Shibganj,N260,30165.71357,2073,50,0.2,0.5,N260,N260,N220,N220,N260
507605,Atgharia,N290,51644.96049,987,50,0.2,0.5,N280,N280,N220,N220,N290
507616,Bera,N290,10186.8564,-1127,50,0.2,0.5,N280,N280,N220,N220,N290
507619,Bhangura,N220,23618.90059,-1358,50,0.2,0.5,N280,N280,N220,N220,N220
507622,Chatmohar,N290,57760.78224,416,50,0.2,0.5,N280,N280,N220,N220,N290
507633,Faridpur,N220,14790.52212,-1640,50,0.2,0.5,N280,N280,N220,N220,N220
507639,Ishwardi,N290,67274.737,2799,50,0.2,0.5,N280,N280,N220,N220,N290
507655,Pabna Sadar,N290,46549.73937,730,50,0.2,0.5,N280,N280,N220,N220,N290
507672,Santhia,N290,27985.7418,-709,50,0.2,0.5,N280,N280,N220,N220,N290
507683,Sujanagar,N290,21182.13828,-1058,50,0.2,0.5,N280,N280,N220,N220,N290
508110,Bagha,N265,38608.65741,300,50,0.2,0.5,N261,N261,N220,N220,N265
508112,Baghmara,N261,33524.89765,-4213,50,0.2,0.5,N261,N261,N220,N220,N261
508122,Boalia,N261,10830.4691,-1045,50,0.2,0.5,N261,N261,N220,N220,N261
508125,Charghat,N265,50156.60652,1978,50,0.2,0.5,N261,N261,N220,N220,N265
508131,Durgapur,N261,18832.21987,-4886,50,0.2,0.5,N261,N261,N220,N220,N261
508134,Godagari,N261,33874.8343,1865,50,0.2,0.5,N261,N261,N220,N220,N261
508140,Matihar,N261,7754.611577,300,50,0.2,0.5,N261,N261,N220,N220,N261
508153,Mohanpur,N261,27492.9279,-2699,50,0.2,0.5,N261,N261,N220,N220,N261
508172,Paba,N261,14028.11641,-1503,50,0.2,0.5,N261,N261,N220,N220,N261
508182,Puthia,N265,56807.08928,-520,50,0.2,0.5,N261,N261,N220,N220,N265
508185,Rajpara,N261,14491.4402,300,50,0.2,0.5,N261,N261,N220,N220,N261
508190,Shah Makhdum,N261,13210.45491,-1657,50,0.2,0.5,N261,N261,N220,N220,N261
508194,Tanore,N261,37980.78079,-3617,50,0.2,0.5,N261,N261,N220,N220,N261
508811,Belkuchi,N230,28251.19585,-737,50,0.2,0.5,N220,N220,N220,N220,N230
508827,Chauhali,N230,12307.89037,-197,50,0.2,0.5,N220,N220,N220,N220,N230
508844,Kamarkhanda,N220,28204.64452,-846,50,0.2,0.5,N220,N220,N220,N220,N220
508850,Kazipur,N95,18425.65496,997,50,0.2,0.5,N220,N220,N220,N220,N95
508861,Royganj,N220,41318.38635,54,50,0.2,0.5,N220,N220,N220,N220,N220
508867,Shahjadpur,N220,5880.506748,-2096,50,0.2,0.5,N220,N220,N220,N220,N220
508878,Sirajganj Sadar,N95,3468.392106,-757,50,0.2,0.5,N220,N220,N220,N220,N95
508889,Tarash,N220,42305.81544,-135,50,0.2,0.5,N220,N220,N220,N220,N220
508894,Ullah Para,N220,23519.65451,-1513,50,0.2,0.5,N220,N220,N220,N220,N220
552710,Birampur,N175,76103.03843,10399,50,0.2,0.5,N173,N173,N70,N70,N175
552712,Birganj,N75,9814.934663,-4793,50,0.2,0.5,N173,N173,N70,N70,N75
552717,Biral,N173,20488.64115,-5543,50,0.2,0.5,N173,N173,N70,N70,N173
552721,Bochaganj,N173,31929.92052,253,50,0.2,0.5,N173,N173,N70,N70,N173
552730,Chirirbandar,N173,4038.81028,-4112,50,0.2,0.5,N173,N173,N70,N70,N173
552738,Fulbari,N175,85337.48157,13240,50,0.2,0.5,N173,N173,N70,N70,N175
552743,Ghoraghat,N190,23048.53391,1656,50,0.2,0.5,N173,N173,N70,N70,N190
552747,Hakimpur,N176,89098.29036,8374,50,0.2,0.5,N173,N173,N70,N70,N176
552756,Kaharole,N173,20277.3689,1160,50,0.2,0.5,N173,N173,N70,N70,N173
552760,Khansama,N173,6502.958808,-5887,50,0.2,0.5,N173,N173,N70,N70,N173
552764,Dinajpur Sadar,N173,10550.88333,300,50,0.2,0.5,N173,N173,N70,N70,N173
552769,Nawabganj,N190,42436.2178,3733,50,0.2,0.5,N173,N173,N70,N70,N190
552777,Parbatipur,N185,69918.06988,9609,50,0.2,0.5,N173,N173,N70,N70,N185
553221,Fulchhari,N90,3480.068722,-510,50,0.2,0.5,N90,N90,N70,N70,N90
553224,Gaibandha Sadar,N90,15432.58256,40,50,0.2,0.5,N90,N90,N70,N70,N90
553230,Gobindaganj,N200,7808.420437,-3139,50,0.2,0.5,N90,N90,N70,N70,N200
553267,Palashbari,N190,10906.16996,-226,50,0.2,0.5,N90,N90,N70,N70,N190
553282,Sadullapur,N190,24219.26733,2429,50,0.2,0.5,N90,N90,N70,N70,N190
553288,Saghatta,N95,70103.68696,5115,50,0.2,0.5,N90,N90,N70,N70,N95
553291,Sundarganj,N75,21626.34317,1627,50,0.2,0.5,N90,N90,N70,N70,N75
554906,Bhurungamari,N53,33998.17747,3221,50,0.2,0.5,N54,N54,N70,N70,N53
554908,Char Rajibpur,N70,8430.011083,1795,50,0.2,0.5,N54,N54,N70,N70,N70
554909,Chilmari,N70,11405.67617,2929,50,0.2,0.5,N54,N54,N70,N70,N70
554918,Phulbari,N54,31553.47099,3271,50,0.2,0.5,N54,N54,N70,N70,N54
554952,Kurigram Sadar,N54,13937.88483,393,50,0.2,0.5,N54,N54,N70,N70,N54
554961,Nageshwari,N53,16121.33577,1454,50,0.2,0.5,N54,N54,N70,N70,N53
554977,Rajarhat,N62,7596.393102,-481,50,0.2,0.5,N54,N54,N70,N70,N62
554979,Raumari,N70,19856.23811,2040,50,0.2,0.5,N54,N54,N70,N70,N70
554994,Ulipur,N54,6994.98479,-603,50,0.2,0.5,N54,N54,N70,N70,N54
555202,Aditmari,N62,28529.97788,5051,50,0.2,0.5,N52,N52,N70,N70,N62
555233,Hatibandha,N61,21670.66952,4001,50,0.2,0.5,N52,N52,N70,N70,N61
555239,Kaliganj,N62,39944.77621,8710,50,0.2,0.5,N52,N52,N70,N70,N62
555255,Lalmonirhat Sadar,N62,17891.55923,2397,50,0.2,0.5,N52,N52,N70,N70,N62
555270,Patgram,N61,48153.94165,18696,50,0.2,0.5,N52,N52,N70,N70,N61
557312,Dimla,N61,34121.72283,11705,50,0.2,0.5,N180,N180,N70,N70,N61
557315,Domar,N185,125653.9924,33359,50,0.2,0.5,N180,N180,N70,N70,N185
557336,Jaldhaka,N185,105673.2008,4953,50,0.2,0.5,N180,N180,N70,N70,N185
557345,Kishoreganj,N185,90497.48869,17006,50,0.2,0.5,N180,N180,N70,N70,N185
557364,Nilphamari Sadar,N185,103121.9047,23018,50,0.2,0.5,N180,N180,N70,N70,N185
557385,Saidpur,N185,86508.126,15060,50,0.2,0.5,N180,N180,N70,N70,N185
557704,Atwari,N171,26407.41653,2751,50,0.2,0.5,N171,N171,N70,N70,N171
557725,Boda,N171,7484.009452,182,50,0.2,0.5,N171,N171,N70,N70,N171
557734,Debiganj,N172,24113.27269,4486,50,0.2,0.5,N171,N171,N70,N70,N172
557773,Panchagarh Sadar,N171,18807.1887,10025,50,0.2,0.5,N171,N171,N70,N70,N171
557790,Tentulia,N171,41561.94325,23342,50,0.2,0.5,N171,N171,N70,N70,N171
558503,Badarganj,N185,66563.66225,9947,50,0.2,0.5,N61,N61,N70,N70,N185
558527,Gangachara,N62,36187.07719,7496,50,0.2,0.5,N61,N61,N70,N70,N62
558542,Kaunia,N62,12700.71859,1228,50,0.2,0.5,N61,N61,N70,N70,N62
558549,Rangpur Sadar,N185,68928.91032,11244,50,0.2,0.5,N61,N61,N70,N70,N185
558558,Mitha Pukur,N190,47569.38894,6750,50,0.2,0.5,N61,N61,N70,N70,N190
558573,Pirgachha,N75,43609.97816,4531,50,0.2,0.5,N61,N61,N70,N70,N75
558576,Pirganj,N190,32455.73611,4111,50,0.2,0.5,N61,N61,N70,N70,N190
558592,Taraganj,N185,78863.81906,13040,50,0.2,0.5,N61,N61,N70,N70,N185
559408,Baliadangi,N172,50779.92525,2722,50,0.2,0.5,N173,N173,N70,N70,N172
559451,Haripur,N173,63585.38283,1943,50,0.2,0.5,N173,N173,N70,N70,N173
559482,Pirganj,N173,42254.65382,4186,50,0.2,0.5,N173,N173,N70,N70,N173
559486,Ranisankail,N173,58176.37346,6694,50,0.2,0.5,N173,N173,N70,N70,N173
559494,Thakurgaon Sadar,N172,31165.38321,3196,50,0.2,0.5,N173,N173,N70,N70,N172
603602,Ajmiriganj,N7002,33626.66967,0,50,0.2,0.5,N40,N40,N40,N40,N7002
603605,Bahubal,N8001,31722.03519,0,50,0.2,0.5,N40,N40,N40,N40,N8001
603611,Baniachong,N8001,38112.85296,0,50,0.2,0.5,N40,N40,N40,N40,N8001
603626,Chunarughat,N8000,49456.07678,0,50,0.2,0.5,N40,N40,N40,N40,N8000
603644,Habiganj Sadar,N8001,42673.36949,0,50,0.2,0.5,N40,N40,N40,N40,N8001
603668,Lakhai,N40,31615.74604,0,50,0.2,0.5,N40,N40,N40,N40,N40
603671,Madhabpur,N40,36605.58412,0,50,0.2,0.5,N40,N40,N40,N40,N40
603677,Nabiganj,N8001,18513.35529,0,50,0.2,0.5,N40,N40,N40,N40,N8001
605814,Barlekha,N30,29217.60503,0,50,0.2,0.5,N8000,N8000,N40,N40,N30
605835,Juri,N8000,27958.85493,0,50,0.2,0.5,N8000,N8000,N40,N40,N8000
605856,Kamalganj,N8000,11714.74866,0,50,0.2,0.5,N8000,N8000,N40,N40,N8000
605865,Kulaura,N8000,14965.95358,0,50,0.2,0.5,N8000,N8000,N40,N40,N8000
605874,Maulvi Bazar Sadar,N8001,10740.17198,0,50,0.2,0.5,N8000,N8000,N40,N40,N8001
605880,Rajnagar,N8001,14170.3495,0,50,0.2,0.5,N8000,N8000,N40,N40,N8001
605883,Sreemangal,N8000,27712.83736,0,50,0.2,0.5,N8000,N8000,N40,N40,N8000
609018,Bishwambarpur,N7002,38736.9195,0,50,0.2,0.5,N7002,N7002,N40,N40,N7002
609023,Chhatak,N8001,40118.36621,0,50,0.2,0.5,N7002,N7002,N40,N40,N8001
609027,Dakshin Sunamganj,N7002,32144.28813,0,50,0.2,0.5,N7002,N7002,N40,N40,N7002
609029,Derai,N7002,22829.60637,0,50,0.2,0.5,N7002,N7002,N40,N40,N7002
609032,Dharampasha,N7002,23052.88413,0,50,0.2,0.5,N7002,N7002,N40,N40,N7002
609033,Dowarabazar,N7002,53790.3595,0,50,0.2,0.5,N7002,N7002,N40,N40,N7002
609047,Jagannathpur,N8001,23948.75335,0,50,0.2,0.5,N7002,N7002,N40,N40,N8001
609050,Jamalganj,N7002,18145.77538,0,50,0.2,0.5,N7002,N7002,N40,N40,N7002
609086,Sulla,N7002,20301.4409,0,50,0.2,0.5,N7002,N7002,N40,N40,N7002
609089,Sunamganj Sadar,N7002,38911.08755,0,50,0.2,0.5,N7002,N7002,N40,N40,N7002
609092,Tahirpur,N7002,35263.94667,0,50,0.2,0.5,N7002,N7002,N40,N40,N7002
609108,Balaganj,N8001,12074.05371,0,50,0.2,0.5,N20,N20,N40,N40,N8001
609117,Beani Bazar,N30,25572.07594,0,50,0.2,0.5,N20,N20,N40,N40,N30
609120,Bishwanath,N8001,26507.27946,0,50,0.2,0.5,N20,N20,N40,N40,N8001
609127,Companiganj,N8001,53836.54623,0,50,0.2,0.5,N20,N20,N40,N40,N8001
609131,Dakshin Surma,N8001,28847.01219,0,50,0.2,0.5,N20,N20,N40,N40,N8001
609135,Fenchuganj,N8001,26316.87984,0,50,0.2,0.5,N20,N20,N40,N40,N8001
609138,Golabganj,N8001,38038.53636,0,50,0.2,0.5,N20,N20,N40,N40,N8001
609141,Gowainghat,N30,52004.33784,0,50,0.2,0.5,N20,N20,N40,N40,N30
609153,Jaintiapur,N30,38109.45129,0,50,0.2,0.5,N20,N20,N40,N40,N30
609159,Kanaighat,N30,24485.40097,0,50,0.2,0.5,N20,N20,N40,N40,N30
609162,Sylhet Sadar,N8001,40224.65072,0,50,0.2,0.5,N20,N20,N40,N40,N8001
609194,Zakiganj,N30,8478.857968,0,50,0.2,0.5,N20,N20,N40,N40,N30
